Student_ID,Attendance,Study_Hours,Assignment_Score,Mid1_Score,Mid2_Score,Previous_Semester_Score,Internal_Assessment,Final_Score,Performance_Category
S0366,77.0,1.3,97.0,91.0,58.0,44,59,68.8,Average Performer
S0367,79.0,5.1,64.0,72.0,61.0,44,64,68.51,Average Performer
S0368,78.0,8.0,89.0,62.0,74.0,90,45,72.47,Average Performer
S0369,95.0,4.9,61.0,55.0,95.0,60,75,75.53,High Performer
S0370,55.0,4.3,91.0,88.0,70.0,51,41,69.08,Average Performer
S0371,84.0,3.2,69.0,77.0,68.0,89,61,72.0,Average Performer
S0372,90.0,1.8,59.0,52.0,63.0,43,71,60.83,Average Performer
S0373,86.0,6.1,60.0,70.0,58.0,93,55,67.07,Average Performer
S0374,73.0,2.3,83.0,69.0,58.0,88,57,62.81,Average Performer
S0375,78.0,1.8,71.0,79.0,76.0,81,44,74.48,Average Performer
S0376,98.0,4.0,90.0,89.0,38.0,59,93,72.54,Average Performer
S0377,95.0,6.6,85.0,43.0,37.0,77,75,65.25,Average Performer
S0378,80.0,6.2,88.0,87.0,68.0,64,69,72.94,Average Performer
S0379,84.0,1.4,95.0,72.0,91.0,53,84,70.1,Average Performer
S0380,82.0,4.2,60.0,92.0,83.0,50,58,72.24,Average Performer
S0381,70.0,4.7,74.0,64.0,57.0,71,62,63.18,Average Performer
S0382,81.0,5.5,97.0,94.0,87.0,50,73,81.11,High Performer
S0383,72.0,5.6,71.0,78.0,90.0,57,52,72.81,Average Performer
S0384,82.0,3.6,69.0,68.0,86.0,66,82,79.32,High Performer
S0385,52.0,4.9,94.0,66.0,57.0,94,93,67.03,Average Performer
S0386,67.0,4.4,78.0,37.0,79.0,93,68,70.14,Average Performer
S0387,74.0,7.2,88.0,37.0,39.0,57,75,64.78,Average Performer
S0388,91.0,4.7,51.0,62.0,65.0,95,61,70.76,Average Performer
S0389,80.0,4.1,80.0,78.0,87.0,62,91,75.14,High Performer
S0390,52.0,3.8,86.0,49.0,75.0,50,91,57.37,Average Performer
S0391,89.0,5.0,57.0,75.0,91.0,60,86,76.28,High Performer
S0392,95.0,6.6,60.0,57.0,95.0,83,75,80.11,High Performer
S0393,73.0,4.8,52.0,74.0,91.0,44,48,72.24,Average Performer
S0394,99.0,5.6,60.0,45.0,94.0,62,78,69.45,Average Performer
S0395,81.0,6.2,47.0,82.0,88.0,80,90,75.22,High Performer
S0396,96.0,4.6,85.0,66.0,40.0,64,58,64.22,Average Performer
S0397,71.0,4.0,79.0,92.0,71.0,80,77,72.6,Average Performer
S0398,72.0,7.1,85.0,93.0,91.0,93,45,84.59,High Performer
S0399,51.0,3.9,46.0,91.0,44.0,49,91,55.41,Average Performer
S0400,76.0,4.2,62.0,88.0,74.0,61,86,69.03,Average Performer
S0401,91.0,7.9,83.0,70.0,41.0,58,54,71.64,Average Performer
S0402,51.0,1.0,71.0,94.0,73.0,40,96,65.4,Average Performer
S0403,75.0,2.3,50.0,67.0,72.0,46,59,61.2,Average Performer
S0404,66.0,3.7,61.0,58.0,55.0,43,48,53.39,Average Performer
S0405,89.0,7.5,61.0,73.0,95.0,40,71,79.48,High Performer
S0406,82.0,1.5,82.0,68.0,54.0,54,43,62.19,Average Performer
S0407,58.0,1.1,64.0,90.0,37.0,79,89,67.19,Average Performer
S0408,92.0,1.4,61.0,62.0,85.0,51,57,66.78,Average Performer
S0409,97.0,1.6,67.0,71.0,56.0,61,44,57.75,Average Performer
S0410,88.0,1.3,68.0,41.0,81.0,61,59,55.42,Average Performer
S0411,78.0,4.4,52.0,38.0,38.0,89,62,56.87,Average Performer
S0412,91.0,5.1,57.0,71.0,62.0,86,50,73.45,Average Performer
S0413,75.0,2.9,41.0,90.0,46.0,56,76,58.3,Average Performer
S0414,84.0,3.8,68.0,35.0,72.0,68,61,68.35,Average Performer
S0415,99.0,1.6,60.0,35.0,85.0,85,97,72.74,Average Performer
S0416,74.0,3.4,54.0,81.0,70.0,53,43,64.58,Average Performer
S0417,73.0,4.7,91.0,54.0,81.0,89,68,73.87,Average Performer
S0418,62.0,6.1,66.0,53.0,75.0,59,83,66.73,Average Performer
S0419,56.0,1.0,89.0,63.0,39.0,89,73,64.17,Average Performer
S0420,85.0,4.3,70.0,44.0,47.0,87,52,63.35,Average Performer
S0421,94.0,3.1,54.0,94.0,57.0,72,81,72.01,Average Performer
S0422,69.0,7.0,90.0,52.0,92.0,94,48,76.92,High Performer
S0423,50.0,6.0,62.0,62.0,84.0,82,81,68.36,Average Performer
S0424,57.0,5.1,63.0,69.0,64.0,54,70,64.22,Average Performer
S0425,95.0,2.9,83.0,77.0,71.0,51,46,66.64,Average Performer
S0426,65.0,7.4,52.0,81.0,59.0,79,43,67.2,Average Performer
S0427,63.0,1.3,61.0,65.0,82.0,93,58,66.03,Average Performer
S0428,61.0,1.8,82.0,61.0,61.0,59,81,60.43,Average Performer
S0429,100.0,3.7,76.0,45.0,85.0,69,69,73.8,Average Performer
S0430,72.0,1.9,100.0,83.0,48.0,77,70,74.46,Average Performer
S0431,64.0,7.7,72.0,83.0,91.0,42,74,74.41,Average Performer
S0432,77.0,6.6,95.0,72.0,82.0,67,96,80.63,High Performer
S0433,83.0,2.8,42.0,39.0,93.0,95,60,69.42,Average Performer
S0434,51.0,5.1,93.0,42.0,81.0,65,100,65.83,Average Performer
S0435,81.0,7.9,58.0,68.0,88.0,69,70,71.73,Average Performer
S0436,72.0,7.2,62.0,82.0,70.0,52,58,71.25,Average Performer
S0437,71.0,5.2,68.0,86.0,73.0,52,70,63.5,Average Performer
S0438,100.0,7.3,69.0,90.0,50.0,41,92,67.45,Average Performer
S0439,74.0,7.9,78.0,46.0,90.0,76,71,73.75,Average Performer
S0440,71.0,6.2,83.0,72.0,56.0,88,41,62.27,Average Performer
S0441,71.0,1.5,86.0,35.0,55.0,77,98,55.25,Average Performer
S0442,98.0,3.8,64.0,65.0,88.0,41,91,71.11,Average Performer
S0443,91.0,6.9,76.0,38.0,55.0,75,49,62.89,Average Performer
S0444,55.0,2.6,86.0,83.0,42.0,93,41,62.41,Average Performer
S0445,64.0,6.8,47.0,79.0,83.0,65,41,70.94,Average Performer
S0446,92.0,1.8,81.0,84.0,50.0,50,99,69.82,Average Performer
S0447,86.0,1.3,97.0,39.0,93.0,47,63,64.78,Average Performer
S0448,82.0,3.7,55.0,64.0,89.0,83,56,74.11,Average Performer
S0449,57.0,1.3,47.0,90.0,65.0,79,71,57.91,Average Performer
S0450,93.0,7.7,40.0,58.0,76.0,82,55,70.72,Average Performer
S0451,93.0,6.8,83.0,93.0,44.0,61,55,69.48,Average Performer
S0452,54.0,6.6,44.0,37.0,66.0,59,85,55.51,Average Performer
S0453,88.0,5.4,42.0,45.0,93.0,47,78,64.54,Average Performer
S0454,53.0,2.5,40.0,79.0,68.0,68,92,63.15,Average Performer
S0455,55.0,4.6,43.0,38.0,43.0,79,70,51.81,Average Performer
S0456,94.0,5.2,79.0,60.0,51.0,65,82,66.89,Average Performer
S0457,81.0,4.7,74.0,61.0,45.0,69,63,60.91,Average Performer
S0458,79.0,2.8,71.0,80.0,66.0,56,40,65.1,Average Performer
S0459,96.0,4.6,81.0,88.0,44.0,59,50,76.38,High Performer
S0460,84.0,4.4,73.0,77.0,56.0,91,94,77.41,High Performer
S0461,89.0,8.0,82.0,61.0,91.0,94,60,78.0,High Performer
S0462,65.0,7.3,64.0,76.0,51.0,55,43,65.35,Average Performer
S0463,62.0,4.2,49.0,85.0,38.0,85,46,54.16,Average Performer
S0464,99.0,5.4,60.0,84.0,82.0,82,65,77.51,High Performer
S0465,91.0,6.2,85.0,40.0,86.0,46,86,68.47,Average Performer
S0466,79.0,1.2,78.0,93.0,81.0,55,89,76.66,High Performer
S0467,68.0,7.3,66.0,95.0,59.0,84,51,68.68,Average Performer
S0468,66.0,7.0,66.0,49.0,93.0,86,70,71.89,Average Performer
S0469,68.0,4.2,41.0,87.0,55.0,95,56,64.65,Average Performer
S0470,77.0,3.7,80.0,64.0,71.0,87,72,69.87,Average Performer
S0471,75.0,2.9,87.0,76.0,72.0,66,50,74.66,Average Performer
S0472,86.0,4.3,52.0,71.0,83.0,92,67,77.93,High Performer
S0473,75.0,1.3,48.0,92.0,35.0,62,71,58.22,Average Performer
S0474,72.0,7.0,91.0,95.0,59.0,63,40,73.11,Average Performer
S0475,58.0,1.2,75.0,71.0,85.0,48,86,59.83,Average Performer
S0476,61.0,3.3,61.0,76.0,70.0,74,67,64.59,Average Performer
S0477,50.0,7.5,81.0,94.0,51.0,90,92,78.11,High Performer
S0478,50.0,6.1,65.0,71.0,75.0,59,81,64.61,Average Performer
S0479,96.0,3.0,97.0,69.0,58.0,76,46,74.24,Average Performer
S0480,83.0,2.8,93.0,57.0,36.0,81,41,57.91,Average Performer
S0481,81.0,1.0,51.0,40.0,74.0,56,81,56.0,Average Performer
S0482,97.0,5.9,56.0,38.0,49.0,86,63,64.24,Average Performer
S0483,74.0,1.3,53.0,52.0,66.0,70,43,57.12,Average Performer
S0484,89.0,4.7,53.0,94.0,73.0,94,83,79.87,High Performer
S0485,94.0,7.7,96.0,43.0,93.0,47,58,73.89,Average Performer
S0486,50.0,1.8,73.0,83.0,40.0,54,65,50.75,Average Performer
S0487,65.0,7.3,92.0,63.0,35.0,70,50,66.57,Average Performer
S0488,88.0,7.9,96.0,47.0,81.0,92,79,75.84,High Performer
S0489,54.0,1.4,59.0,93.0,57.0,69,89,63.92,Average Performer
S0490,71.0,7.2,50.0,81.0,92.0,85,82,77.45,High Performer
S0491,78.0,4.6,55.0,86.0,73.0,59,50,63.66,Average Performer
S0492,52.0,7.3,90.0,51.0,95.0,78,84,75.55,High Performer
S0493,61.0,5.0,70.0,79.0,91.0,92,42,71.3,Average Performer
S0494,75.0,5.6,94.0,66.0,51.0,94,51,70.22,Average Performer
S0495,65.0,4.8,45.0,82.0,68.0,51,42,60.68,Average Performer
S0496,100.0,7.1,95.0,56.0,93.0,88,81,88.87,High Performer
S0497,86.0,6.1,58.0,38.0,75.0,56,66,67.53,Average Performer
S0498,71.0,4.6,76.0,39.0,63.0,81,88,57.66,Average Performer
S0499,78.0,7.1,97.0,71.0,43.0,69,93,78.38,High Performer
S0500,63.0,2.7,43.0,75.0,47.0,68,41,52.97,Average Performer
S0501,77.0,2.1,86.0,83.0,40.0,58,88,71.51,Average Performer
S0502,54.0,2.1,100.0,47.0,40.0,85,55,55.78,Average Performer
S0503,96.0,3.3,43.0,68.0,54.0,50,41,59.38,Average Performer
S0504,98.0,2.7,59.0,79.0,86.0,73,99,75.66,High Performer
S0505,79.0,7.5,49.0,56.0,87.0,89,93,71.6,Average Performer
S0506,95.0,1.7,63.0,87.0,37.0,46,69,70.57,Average Performer
S0507,54.0,5.9,93.0,93.0,51.0,83,59,70.47,Average Performer
S0508,61.0,2.3,74.0,57.0,83.0,73,77,63.84,Average Performer
S0509,65.0,7.2,65.0,85.0,46.0,59,67,65.63,Average Performer
S0510,75.0,7.7,76.0,37.0,82.0,89,64,67.1,Average Performer
S0511,75.0,4.3,77.0,76.0,81.0,77,71,78.29,High Performer
S0512,97.0,7.2,60.0,68.0,79.0,63,100,71.89,Average Performer
S0513,70.0,1.0,93.0,66.0,89.0,49,49,65.46,Average Performer
S0514,88.0,6.7,79.0,79.0,35.0,71,99,73.81,Average Performer
S0515,85.0,2.6,78.0,85.0,51.0,91,81,71.78,Average Performer
S0516,82.0,7.4,60.0,92.0,37.0,54,79,69.6,Average Performer
S0517,79.0,1.0,49.0,83.0,60.0,76,72,68.55,Average Performer
S0518,86.0,4.9,77.0,55.0,49.0,59,52,65.96,Average Performer
S0519,72.0,6.3,85.0,80.0,70.0,42,95,72.81,Average Performer
S0520,59.0,2.8,43.0,78.0,66.0,76,80,67.72,Average Performer
S0521,54.0,2.4,99.0,55.0,66.0,79,93,62.91,Average Performer
S0522,85.0,1.6,96.0,78.0,38.0,47,81,64.65,Average Performer
S0523,83.0,3.3,84.0,45.0,52.0,79,86,64.01,Average Performer
S0524,80.0,4.9,59.0,73.0,83.0,83,76,72.74,Average Performer
S0525,59.0,1.8,56.0,38.0,53.0,95,93,51.14,Average Performer
S0526,68.0,3.6,94.0,85.0,77.0,62,55,67.9,Average Performer
S0527,81.0,1.1,46.0,35.0,86.0,79,84,61.75,Average Performer
S0528,50.0,6.7,43.0,62.0,69.0,50,61,55.5,Average Performer
S0529,54.0,1.9,68.0,58.0,74.0,85,96,68.32,Average Performer
S0530,94.0,3.0,53.0,95.0,48.0,47,59,65.78,Average Performer
S0531,53.0,1.1,42.0,69.0,92.0,68,89,60.7,Average Performer
S0532,65.0,4.0,63.0,47.0,67.0,69,82,63.53,Average Performer
S0533,73.0,6.9,76.0,81.0,48.0,95,66,72.71,Average Performer
S0534,65.0,3.7,55.0,68.0,68.0,49,80,60.52,Average Performer
S0535,51.0,2.3,97.0,45.0,95.0,78,55,63.68,Average Performer
S0536,98.0,6.3,94.0,70.0,89.0,67,73,93.12,High Performer
S0537,77.0,6.5,91.0,85.0,38.0,88,71,73.59,Average Performer
S0538,81.0,2.2,43.0,95.0,58.0,75,65,69.45,Average Performer
S0539,76.0,6.4,95.0,51.0,93.0,52,64,69.98,Average Performer
S0540,69.0,7.6,63.0,69.0,63.0,71,41,64.67,Average Performer
S0541,73.0,2.2,73.0,94.0,53.0,75,51,73.54,Average Performer
S0542,61.0,6.4,69.0,52.0,40.0,76,79,63.09,Average Performer
S0543,99.0,6.0,57.0,74.0,91.0,65,48,77.62,High Performer
S0544,84.0,4.3,58.0,56.0,67.0,61,51,61.91,Average Performer
S0545,82.0,1.4,70.0,91.0,83.0,43,65,69.95,Average Performer
S0546,82.0,1.5,99.0,58.0,74.0,70,48,66.52,Average Performer
S0547,100.0,7.0,99.0,92.0,53.0,57,49,75.53,High Performer
S0548,92.0,7.9,58.0,53.0,87.0,77,71,77.02,High Performer
S0549,86.0,5.7,88.0,71.0,35.0,63,96,70.02,Average Performer
S0550,61.0,4.1,85.0,73.0,39.0,95,73,66.81,Average Performer
S0551,52.0,5.5,58.0,55.0,61.0,62,87,57.34,Average Performer
S0552,50.0,5.2,61.0,42.0,50.0,61,59,52.57,Average Performer
S0553,82.0,3.7,63.0,62.0,40.0,41,78,56.65,Average Performer
S0554,89.0,1.5,84.0,39.0,74.0,70,99,64.27,Average Performer
S0555,59.0,6.8,51.0,51.0,47.0,94,41,62.3,Average Performer
S0556,92.0,3.6,69.0,71.0,82.0,50,40,70.31,Average Performer
S0557,93.0,6.7,97.0,70.0,69.0,67,90,80.37,High Performer
S0558,78.0,2.8,77.0,88.0,53.0,85,99,74.11,Average Performer
S0559,62.0,1.0,92.0,53.0,46.0,71,75,58.25,Average Performer
S0560,61.0,2.1,70.0,61.0,50.0,44,63,55.27,Average Performer
S0561,80.0,4.3,75.0,87.0,93.0,77,93,76.64,High Performer
S0562,95.0,7.6,58.0,68.0,77.0,49,66,69.81,Average Performer
S0563,51.0,1.7,87.0,45.0,44.0,79,41,49.86,Needs Attention
S0564,100.0,7.0,84.0,88.0,59.0,85,70,82.82,High Performer
S0565,99.0,4.7,75.0,79.0,54.0,63,96,73.66,Average Performer
S0566,84.0,6.8,69.0,81.0,65.0,74,53,70.51,Average Performer
S0567,72.0,3.1,94.0,46.0,38.0,83,41,60.49,Average Performer
S0568,66.0,6.9,88.0,88.0,78.0,87,68,80.23,High Performer
S0569,75.0,6.4,94.0,55.0,57.0,62,54,64.72,Average Performer
S0570,57.0,2.6,72.0,88.0,36.0,56,51,57.67,Average Performer
S0571,78.0,1.9,57.0,45.0,90.0,40,76,62.49,Average Performer
S0572,75.0,7.1,91.0,73.0,56.0,94,67,71.72,Average Performer
S0573,59.0,7.7,88.0,62.0,85.0,70,59,73.75,Average Performer
S0574,75.0,1.2,98.0,39.0,91.0,70,100,69.8,Average Performer
S0575,83.0,6.1,67.0,51.0,71.0,81,78,66.15,Average Performer
S0576,100.0,7.4,98.0,90.0,42.0,94,63,81.71,High Performer
S0577,90.0,7.0,86.0,54.0,41.0,81,60,69.1,Average Performer
S0578,56.0,7.8,50.0,75.0,48.0,92,49,60.87,Average Performer
S0579,53.0,6.3,96.0,80.0,90.0,95,85,77.41,High Performer
S0580,99.0,4.1,99.0,92.0,89.0,73,53,81.87,High Performer
S0581,94.0,3.2,93.0,46.0,37.0,48,76,59.8,Average Performer
S0582,60.0,3.2,84.0,40.0,84.0,61,57,61.51,Average Performer
S0583,78.0,6.1,72.0,51.0,50.0,52,63,59.42,Average Performer
S0584,85.0,6.2,56.0,85.0,89.0,64,53,71.0,Average Performer
S0585,74.0,2.4,45.0,53.0,53.0,87,73,55.43,Average Performer
S0586,70.0,7.1,43.0,60.0,85.0,57,97,65.85,Average Performer
S0587,85.0,6.0,59.0,82.0,52.0,90,51,72.65,Average Performer
S0588,59.0,4.9,87.0,78.0,86.0,51,61,72.48,Average Performer
S0589,86.0,4.3,86.0,78.0,50.0,79,95,75.16,High Performer
S0590,58.0,4.8,66.0,86.0,42.0,56,45,57.53,Average Performer
S0591,73.0,2.1,54.0,66.0,94.0,54,75,66.37,Average Performer
S0592,84.0,2.4,45.0,40.0,67.0,81,84,52.38,Average Performer
S0593,98.0,1.6,86.0,89.0,83.0,54,75,78.94,High Performer
S0594,84.0,2.1,53.0,92.0,46.0,54,61,64.73,Average Performer
S0595,97.0,4.2,99.0,70.0,87.0,94,53,80.85,High Performer
S0596,85.0,4.7,50.0,72.0,45.0,78,55,64.04,Average Performer
S0597,67.0,1.1,78.0,45.0,39.0,52,100,48.66,Needs Attention
S0598,98.0,6.6,48.0,67.0,61.0,56,75,65.95,Average Performer
S0599,88.0,3.1,65.0,58.0,46.0,71,95,65.4,Average Performer
S0600,81.0,7.4,55.0,57.0,51.0,48,64,62.98,Average Performer
S0601,73.0,7.8,44.0,49.0,40.0,79,71,57.01,Average Performer
S0602,72.0,2.3,96.0,61.0,67.0,59,72,68.63,Average Performer
S0603,81.0,4.2,91.0,45.0,39.0,65,84,61.96,Average Performer
S0604,86.0,1.0,100.0,91.0,91.0,66,75,78.44,High Performer
S0605,61.0,5.2,49.0,85.0,62.0,60,59,62.55,Average Performer
S0606,98.0,5.3,89.0,84.0,48.0,57,57,71.83,Average Performer
S0607,62.0,2.7,42.0,51.0,39.0,52,77,44.9,Needs Attention
S0608,72.0,4.9,52.0,85.0,88.0,55,42,73.07,Average Performer
S0609,74.0,2.6,82.0,87.0,90.0,48,62,71.3,Average Performer
S0610,84.0,2.1,88.0,48.0,93.0,51,71,66.45,Average Performer
S0611,90.0,5.6,69.0,61.0,67.0,83,84,67.46,Average Performer
S0612,79.0,3.3,93.0,52.0,84.0,77,98,64.94,Average Performer
S0613,66.0,5.1,84.0,62.0,82.0,58,55,70.35,Average Performer
S0614,98.0,4.0,45.0,85.0,75.0,46,98,74.23,Average Performer
S0615,69.0,7.9,56.0,81.0,53.0,74,44,70.08,Average Performer
S0616,97.0,2.0,98.0,81.0,56.0,87,43,73.9,Average Performer
S0617,74.0,4.3,84.0,38.0,39.0,57,60,54.83,Average Performer
S0618,71.0,5.8,90.0,41.0,93.0,55,79,68.23,Average Performer
S0619,62.0,3.8,92.0,79.0,36.0,94,90,65.65,Average Performer
S0620,68.0,7.8,58.0,69.0,64.0,78,53,70.51,Average Performer
S0621,98.0,6.1,81.0,82.0,81.0,43,78,78.57,High Performer
S0622,85.0,5.6,74.0,43.0,73.0,64,70,67.93,Average Performer
S0623,61.0,6.3,85.0,42.0,38.0,71,53,55.67,Average Performer
S0624,90.0,7.7,65.0,86.0,67.0,79,45,80.16,High Performer
S0625,68.0,7.4,90.0,79.0,47.0,52,51,61.74,Average Performer
S0626,61.0,6.1,44.0,51.0,54.0,84,55,53.39,Average Performer
S0627,58.0,6.2,68.0,51.0,88.0,56,56,65.34,Average Performer
S0628,56.0,2.0,76.0,83.0,41.0,88,84,67.65,Average Performer
S0629,77.0,1.7,59.0,67.0,49.0,76,62,59.17,Average Performer
S0630,63.0,5.0,88.0,66.0,57.0,45,53,60.02,Average Performer
S0631,80.0,1.1,60.0,42.0,48.0,58,100,57.9,Average Performer
S0632,68.0,4.4,49.0,53.0,57.0,52,46,55.82,Average Performer
S0633,96.0,2.5,44.0,72.0,53.0,65,85,67.92,Average Performer
S0634,65.0,3.4,75.0,37.0,88.0,53,71,57.63,Average Performer
S0635,54.0,6.4,45.0,93.0,63.0,70,54,68.49,Average Performer
S0636,84.0,7.6,65.0,39.0,90.0,93,83,68.75,Average Performer
S0637,61.0,1.5,43.0,47.0,54.0,43,56,46.59,Needs Attention
S0638,74.0,4.7,78.0,81.0,63.0,78,80,73.04,Average Performer
S0639,70.0,7.2,78.0,80.0,58.0,47,93,70.41,Average Performer
S0640,85.0,1.6,89.0,95.0,52.0,64,86,75.23,High Performer
S0641,72.0,6.8,74.0,65.0,44.0,52,83,57.97,Average Performer
S0642,65.0,3.5,40.0,89.0,75.0,71,73,66.47,Average Performer
S0643,88.0,3.3,63.0,50.0,91.0,77,44,72.05,Average Performer
S0644,94.0,7.8,96.0,84.0,42.0,77,84,78.28,High Performer
S0645,91.0,2.4,75.0,66.0,60.0,95,66,66.42,Average Performer
S0646,88.0,5.9,45.0,56.0,63.0,67,91,68.32,Average Performer
S0647,63.0,6.8,80.0,63.0,44.0,92,62,63.16,Average Performer
S0648,80.0,1.3,93.0,56.0,51.0,69,79,61.03,Average Performer
S0649,54.0,5.7,85.0,77.0,36.0,42,98,58.1,Average Performer
S0650,84.0,7.7,99.0,37.0,40.0,67,53,63.5,Average Performer
S0651,72.0,1.9,83.0,88.0,92.0,42,54,72.2,Average Performer
S0652,78.0,7.3,99.0,44.0,39.0,84,82,63.04,Average Performer
S0653,92.0,5.2,96.0,76.0,62.0,93,72,75.31,High Performer
S0654,60.0,5.3,70.0,55.0,75.0,73,92,63.62,Average Performer
S0655,67.0,5.3,59.0,50.0,39.0,55,70,51.49,Average Performer
S0656,96.0,3.1,63.0,46.0,52.0,61,74,61.26,Average Performer
S0657,61.0,7.5,64.0,36.0,60.0,71,56,59.48,Average Performer
S0658,58.0,7.6,75.0,75.0,54.0,77,67,67.97,Average Performer
S0659,59.0,5.4,60.0,58.0,75.0,47,58,61.08,Average Performer
S0660,93.0,6.5,69.0,69.0,83.0,94,85,84.51,High Performer
S0661,66.0,5.3,63.0,90.0,61.0,47,93,68.77,Average Performer
S0662,87.0,4.4,83.0,64.0,83.0,45,62,73.6,Average Performer
S0663,56.0,5.6,81.0,91.0,46.0,53,71,63.96,Average Performer
S0664,95.0,4.9,69.0,64.0,41.0,71,79,69.13,Average Performer
S0665,62.0,5.2,61.0,81.0,93.0,74,52,70.16,Average Performer
S0666,89.0,6.5,67.0,69.0,37.0,49,98,66.58,Average Performer
S0667,91.0,4.4,46.0,53.0,44.0,42,59,51.94,Average Performer
S0668,58.0,1.3,74.0,84.0,68.0,51,74,63.7,Average Performer
S0669,99.0,2.1,94.0,42.0,59.0,88,44,64.27,Average Performer
S0670,76.0,4.1,67.0,60.0,69.0,70,48,67.36,Average Performer
S0671,51.0,6.1,53.0,83.0,50.0,68,68,63.68,Average Performer
S0672,54.0,5.2,95.0,74.0,36.0,44,45,57.5,Average Performer
S0673,78.0,5.6,49.0,41.0,94.0,91,64,74.0,Average Performer
S0674,86.0,4.4,55.0,64.0,58.0,64,70,63.29,Average Performer
S0675,87.0,5.3,55.0,41.0,44.0,80,61,54.16,Average Performer
S0676,68.0,3.3,93.0,37.0,72.0,70,41,59.36,Average Performer
S0677,57.0,4.3,70.0,35.0,56.0,60,84,51.47,Average Performer
S0678,97.0,6.2,81.0,70.0,60.0,59,44,72.99,Average Performer
S0679,94.0,7.1,64.0,59.0,77.0,78,99,71.74,Average Performer
S0680,50.0,4.0,52.0,71.0,89.0,61,66,61.58,Average Performer
S0681,71.0,1.3,45.0,35.0,73.0,43,64,52.29,Average Performer
S0682,66.0,2.1,83.0,49.0,61.0,52,47,57.72,Average Performer
S0683,56.0,1.1,48.0,71.0,63.0,84,94,59.36,Average Performer
S0684,74.0,5.6,84.0,47.0,81.0,81,40,69.08,Average Performer
S0685,94.0,3.3,75.0,74.0,72.0,89,59,73.29,Average Performer
S0686,53.0,4.8,95.0,42.0,54.0,88,83,56.99,Average Performer
S0687,85.0,4.5,82.0,39.0,61.0,59,62,61.61,Average Performer
S0688,55.0,1.6,59.0,94.0,75.0,91,71,69.31,Average Performer
S0689,80.0,3.8,57.0,43.0,88.0,52,50,61.84,Average Performer
S0690,68.0,2.5,97.0,35.0,54.0,56,78,59.12,Average Performer
S0691,93.0,3.9,82.0,70.0,78.0,93,86,76.24,High Performer
S0692,88.0,2.4,96.0,69.0,53.0,75,93,73.93,Average Performer
S0693,76.0,6.9,60.0,36.0,54.0,72,63,51.78,Average Performer
S0694,59.0,2.2,43.0,74.0,69.0,40,50,55.97,Average Performer
S0695,75.0,7.7,89.0,57.0,81.0,54,68,76.5,High Performer
S0696,68.0,3.9,72.0,43.0,36.0,52,93,58.44,Average Performer
S0697,88.0,6.9,66.0,68.0,64.0,56,65,68.95,Average Performer
S0698,52.0,5.4,46.0,80.0,87.0,63,55,61.17,Average Performer
S0699,94.0,6.1,45.0,48.0,68.0,47,74,67.35,Average Performer
S0700,62.0,6.4,54.0,38.0,56.0,89,59,57.39,Average Performer
S0701,99.0,4.5,57.0,64.0,37.0,66,85,63.42,Average Performer
S0702,77.0,4.8,71.0,65.0,40.0,84,42,59.67,Average Performer
S0703,69.0,4.6,95.0,72.0,49.0,62,40,61.3,Average Performer
S0704,77.0,5.1,50.0,45.0,61.0,85,97,64.24,Average Performer
S0705,57.0,1.2,59.0,69.0,44.0,47,92,55.36,Average Performer
S0706,90.0,3.8,63.0,42.0,43.0,47,86,57.85,Average Performer
S0707,88.0,5.2,54.0,37.0,67.0,65,40,57.91,Average Performer
S0708,50.0,5.2,87.0,48.0,66.0,86,56,59.26,Average Performer
S0709,52.0,6.6,46.0,94.0,82.0,52,41,62.05,Average Performer
S0710,62.0,5.6,60.0,47.0,40.0,78,68,53.92,Average Performer
S0711,77.0,7.9,81.0,79.0,75.0,76,59,73.78,Average Performer
S0712,98.0,3.0,65.0,66.0,93.0,88,45,70.07,Average Performer
S0713,74.0,3.5,83.0,68.0,70.0,67,47,69.35,Average Performer
S0714,82.0,3.7,95.0,79.0,93.0,64,68,74.59,Average Performer
S0715,87.0,4.3,53.0,95.0,94.0,55,87,80.25,High Performer
S0716,55.0,6.9,96.0,53.0,36.0,94,90,65.18,Average Performer
S0717,93.0,2.7,76.0,93.0,63.0,41,72,72.48,Average Performer
S0718,94.0,6.4,97.0,72.0,38.0,93,42,78.15,High Performer
S0719,81.0,3.8,60.0,50.0,35.0,57,99,52.79,Average Performer
S0720,94.0,5.2,57.0,36.0,53.0,56,74,62.27,Average Performer
S0721,96.0,5.4,44.0,74.0,60.0,69,44,66.21,Average Performer
S0722,70.0,3.6,42.0,51.0,59.0,78,66,64.71,Average Performer
S0723,65.0,4.6,62.0,89.0,44.0,52,83,61.71,Average Performer
S0724,70.0,3.9,65.0,68.0,87.0,71,51,66.67,Average Performer
S0725,60.0,1.5,76.0,76.0,49.0,89,59,63.03,Average Performer
S0726,86.0,4.1,63.0,94.0,93.0,68,84,78.52,High Performer
S0727,85.0,1.7,88.0,50.0,56.0,85,59,62.27,Average Performer
S0728,84.0,3.8,58.0,72.0,85.0,69,48,67.09,Average Performer
S0729,68.0,5.2,90.0,94.0,82.0,57,78,81.47,High Performer
S0730,69.0,5.1,64.0,36.0,55.0,52,43,50.56,Average Performer
S0731,67.0,5.6,60.0,36.0,93.0,82,90,67.17,Average Performer
S0732,96.0,1.7,51.0,60.0,90.0,60,93,72.37,Average Performer
